PROCESO	INDICADOR	ETAPA	CICLO	CURSO	UNIDAD	VALORR	VALORC
P.C. 12. IMAGEN DEL CENTRO	"IND 12.7 Grado de satisfacci¢n de los padres con la Plataforma ""QE Escuela-Familia"""	INFANTIL	2ß CICLO INFANTIL	Cuatro A§os	E.Inf. 4.B	NA	60
P.C. 12. IMAGEN DEL CENTRO	"IND 12.7 Grado de satisfacci¢n de los padres con la Plataforma ""QE Escuela-Familia"""	INFANTIL	2ß CICLO INFANTIL	Cinco A§os	E.Inf. 5.B	NA	60
P.C. 12. IMAGEN DEL CENTRO	"IND 12.7 Grado de satisfacci¢n de los padres con la Plataforma ""QE Escuela-Familia"""	INFANTIL	2ß CICLO INFANTIL	Cinco A§os	E.Inf. 5.A	NA	60
P.C. 12. IMAGEN DEL CENTRO	"IND 12.7 Grado de satisfacci¢n de los padres con la Plataforma ""QE Escuela-Familia"""	FORMACION PROFESIONAL	FORMACI‡N PROFESIONAL BµSICA	2ß de F.P.B. (Electricidad y Electr¢nica)	2ß FPB	NA	60
P.C. 12. IMAGEN DEL CENTRO	"IND 12.7 Grado de satisfacci¢n de los padres con la Plataforma ""QE Escuela-Familia"""	FORMACION PROFESIONAL	FORMACI‡N PROFESIONAL BµSICA	1ß de F.P.B. (Electricidad y Electr¢nica)	1ß FPB	NA	60
P.C. 12. IMAGEN DEL CENTRO	"IND 12.7 Grado de satisfacci¢n de los padres con la Plataforma ""QE Escuela-Familia"""	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO SUPERIOR	2ß F.P.I.G.S. (Desarrollo de Aplicaciones Multiplataforma)	2 D.A.Mult	NA	60
P.C. 12. IMAGEN DEL CENTRO	"IND 12.7 Grado de satisfacci¢n de los padres con la Plataforma ""QE Escuela-Familia"""	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO SUPERIOR	2ß F.P.I.G.S. (Administraci¢n y Finanzas)	2ß Adm-Fin	NA	60
P.C. 12. IMAGEN DEL CENTRO	"IND 12.7 Grado de satisfacci¢n de los padres con la Plataforma ""QE Escuela-Familia"""	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO SUPERIOR	1ß F.P.I.G.S. (Desarrollo de Aplicaciones Multiplataforma)	1 D.A.Mult	NA	60
P.C. 12. IMAGEN DEL CENTRO	"IND 12.7 Grado de satisfacci¢n de los padres con la Plataforma ""QE Escuela-Familia"""	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO SUPERIOR	1ß F.P.I.G.S. (Administraci¢n y Finanzas)	1ß Adm-Fin	NA	60
P.C. 12. IMAGEN DEL CENTRO	"IND 12.7 Grado de satisfacci¢n de los padres con la Plataforma ""QE Escuela-Familia"""	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	2ß F.P.I.G.M. (Instalaciones de Telecomunicaciones)	2ß ITelec	NA	60
P.C. 12. IMAGEN DEL CENTRO	"IND 12.7 Grado de satisfacci¢n de los padres con la Plataforma ""QE Escuela-Familia"""	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	2ß F.P.I.G.M. (Instalaciones ElÇctricas y Autom†ticas)	2ß Ins Aut	NA	60
P.C. 12. IMAGEN DEL CENTRO	"IND 12.7 Grado de satisfacci¢n de los padres con la Plataforma ""QE Escuela-Familia"""	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	2ß F.P.I.G.M. (Gesti¢n Administrativa)	2ß Gesti¢n	NA	60
P.C. 12. IMAGEN DEL CENTRO	"IND 12.7 Grado de satisfacci¢n de los padres con la Plataforma ""QE Escuela-Familia"""	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	2ß F.P.I.G.M. (Actividades Comerciales)	2ß Comerci	NA	60
P.C. 12. IMAGEN DEL CENTRO	"IND 12.7 Grado de satisfacci¢n de los padres con la Plataforma ""QE Escuela-Familia"""	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	1ß F.P.I.G.M. (Instalaciones de Telecomunicaciones)	1ß ITelec	NA	60
P.C. 12. IMAGEN DEL CENTRO	"IND 12.7 Grado de satisfacci¢n de los padres con la Plataforma ""QE Escuela-Familia"""	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	1ß F.P.I.G.M. (Instalaciones ElÇctricas y Autom†ticas)	1ß Ins Aut	NA	60
P.C. 12. IMAGEN DEL CENTRO	"IND 12.7 Grado de satisfacci¢n de los padres con la Plataforma ""QE Escuela-Familia"""	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	1ß F.P.I.G.M. (Gesti¢n Administrativa)	1ß Gesti¢n	NA	60
P.C. 12. IMAGEN DEL CENTRO	"IND 12.7 Grado de satisfacci¢n de los padres con la Plataforma ""QE Escuela-Familia"""	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	1ß F.P.I.G.M. (Actividades Comerciales)	1ß Comerci	NA	60
P.C. 12. IMAGEN DEL CENTRO	"IND 12.7 Grado de satisfacci¢n de los padres con la Plataforma ""QE Escuela-Familia"""	BACHILLERATO	2ß CICLO BACHILLER	SEGUNDO BACHILLERATO	2ßA Bach	NA	60
P.C. 12. IMAGEN DEL CENTRO	"IND 12.7 Grado de satisfacci¢n de los padres con la Plataforma ""QE Escuela-Familia"""	BACHILLERATO	2ß CICLO BACHILLER	SEGUNDO BACHILLERATO	2ßB Bach	NA	60
P.C. 12. IMAGEN DEL CENTRO	"IND 12.7 Grado de satisfacci¢n de los padres con la Plataforma ""QE Escuela-Familia"""	BACHILLERATO	2ß CICLO BACHILLER	SEGUNDO BACHILLERATO	2ßC Bach	NA	60
P.C. 12. IMAGEN DEL CENTRO	"IND 12.7 Grado de satisfacci¢n de los padres con la Plataforma ""QE Escuela-Familia"""	BACHILLERATO	1ß CICLO BACHILLER	PRIMERO BACHILLERATO	1ßB Bach	NA	60
P.C. 12. IMAGEN DEL CENTRO	"IND 12.7 Grado de satisfacci¢n de los padres con la Plataforma ""QE Escuela-Familia"""	BACHILLERATO	1ß CICLO BACHILLER	PRIMERO BACHILLERATO	1ßA Bach	NA	60
P.C. 12. IMAGEN DEL CENTRO	"IND 12.7 Grado de satisfacci¢n de los padres con la Plataforma ""QE Escuela-Familia"""	BACHILLERATO	1ß CICLO BACHILLER	PRIMERO BACHILLERATO	1ßC Bach	NA	60
P.C. 12. IMAGEN DEL CENTRO	IND 12.6 Grado de satisfacci¢n del profesorado con la Imagen del Centro	SECUNDARIA	4ß CICLO ESO	4ß de E.S.O.	ESO 4ßA	NA	70
P.C. 12. IMAGEN DEL CENTRO	IND 12.6 Grado de satisfacci¢n del profesorado con la Imagen del Centro	SECUNDARIA	4ß CICLO ESO	4ß de E.S.O.	ESO 4ßB	NA	70
P.C. 12. IMAGEN DEL CENTRO	IND 12.6 Grado de satisfacci¢n del profesorado con la Imagen del Centro	SECUNDARIA	4ß CICLO ESO	4ß de E.S.O.	ESO 4ßC	NA	70
P.C. 12. IMAGEN DEL CENTRO	IND 12.6 Grado de satisfacci¢n del profesorado con la Imagen del Centro	SECUNDARIA	3ß CICLO ESO	3ß de E.S.O.	ESO 3ßA	NA	70
P.C. 12. IMAGEN DEL CENTRO	IND 12.6 Grado de satisfacci¢n del profesorado con la Imagen del Centro	SECUNDARIA	3ß CICLO ESO	3ß de E.S.O.	ESO 3ßB	NA	70
P.C. 12. IMAGEN DEL CENTRO	IND 12.6 Grado de satisfacci¢n del profesorado con la Imagen del Centro	SECUNDARIA	3ß CICLO ESO	3ß de E.S.O.	ESO 3ßC	NA	70
P.C. 12. IMAGEN DEL CENTRO	IND 12.6 Grado de satisfacci¢n del profesorado con la Imagen del Centro	SECUNDARIA	2ß CICLO ESO	2ß de E.S.O.	ESO 2ßB	NA	70
P.C. 12. IMAGEN DEL CENTRO	IND 12.6 Grado de satisfacci¢n del profesorado con la Imagen del Centro	SECUNDARIA	2ß CICLO ESO	2ß de E.S.O.	ESO 2ßC	NA	70
P.C. 12. IMAGEN DEL CENTRO	IND 12.6 Grado de satisfacci¢n del profesorado con la Imagen del Centro	SECUNDARIA	2ß CICLO ESO	2ß de E.S.O.	ESO 2ßA	NA	70
P.C. 12. IMAGEN DEL CENTRO	IND 12.6 Grado de satisfacci¢n del profesorado con la Imagen del Centro	SECUNDARIA	1ß CICLO ESO	1ß de E.S.O.	ESO 1ßA	49,09	70
P.C. 12. IMAGEN DEL CENTRO	IND 12.6 Grado de satisfacci¢n del profesorado con la Imagen del Centro	SECUNDARIA	1ß CICLO ESO	1ß de E.S.O.	ESO 1ßB	NA	70
P.C. 12. IMAGEN DEL CENTRO	IND 12.6 Grado de satisfacci¢n del profesorado con la Imagen del Centro	SECUNDARIA	1ß CICLO ESO	1ß de E.S.O.	ESO 1ßC	NA	70
P.C. 12. IMAGEN DEL CENTRO	IND 12.6 Grado de satisfacci¢n del profesorado con la Imagen del Centro	PRIMARIA	3ß CICLO PRIMARIA	6ß de Educ. Prima.	EPO 6ßB	NA	70
P.C. 12. IMAGEN DEL CENTRO	IND 12.6 Grado de satisfacci¢n del profesorado con la Imagen del Centro	PRIMARIA	3ß CICLO PRIMARIA	6ß de Educ. Prima.	EPO 6ßA	NA	70
P.C. 12. IMAGEN DEL CENTRO	IND 12.6 Grado de satisfacci¢n del profesorado con la Imagen del Centro	PRIMARIA	3ß CICLO PRIMARIA	5ß de Educ. Prima.	EPO 5ßB	NA	70
P.C. 12. IMAGEN DEL CENTRO	IND 12.6 Grado de satisfacci¢n del profesorado con la Imagen del Centro	PRIMARIA	3ß CICLO PRIMARIA	5ß de Educ. Prima.	EPO 5ßA	NA	70
P.C. 12. IMAGEN DEL CENTRO	IND 12.6 Grado de satisfacci¢n del profesorado con la Imagen del Centro	PRIMARIA	2ß CICLO PRIMARIA	4ß de Educ. Prima.	EPO 4ßA	NA	70
P.C. 12. IMAGEN DEL CENTRO	IND 12.6 Grado de satisfacci¢n del profesorado con la Imagen del Centro	PRIMARIA	2ß CICLO PRIMARIA	4ß de Educ. Prima.	EPO 4ßB	NA	70
P.C. 12. IMAGEN DEL CENTRO	IND 12.6 Grado de satisfacci¢n del profesorado con la Imagen del Centro	PRIMARIA	2ß CICLO PRIMARIA	3ß de Educ. Prima.	EPO 3ßA	NA	70
P.C. 12. IMAGEN DEL CENTRO	IND 12.6 Grado de satisfacci¢n del profesorado con la Imagen del Centro	PRIMARIA	2ß CICLO PRIMARIA	3ß de Educ. Prima.	EPO 3ßB	NA	70
P.C. 12. IMAGEN DEL CENTRO	IND 12.6 Grado de satisfacci¢n del profesorado con la Imagen del Centro	PRIMARIA	1ß CICLO PRIMARIA	2ß de Educ. Prima.	EPO 2ßA	NA	70
P.C. 12. IMAGEN DEL CENTRO	IND 12.6 Grado de satisfacci¢n del profesorado con la Imagen del Centro	PRIMARIA	1ß CICLO PRIMARIA	2ß de Educ. Prima.	EPO 2ßB	NA	70
P.C. 12. IMAGEN DEL CENTRO	IND 12.6 Grado de satisfacci¢n del profesorado con la Imagen del Centro	PRIMARIA	1ß CICLO PRIMARIA	1ß de Educ. Prima.	EPO 1ßA	5,58	70
P.C. 12. IMAGEN DEL CENTRO	IND 12.6 Grado de satisfacci¢n del profesorado con la Imagen del Centro	PRIMARIA	1ß CICLO PRIMARIA	1ß de Educ. Prima.	EPO 1ßB	NA	70
P.C. 12. IMAGEN DEL CENTRO	IND 12.6 Grado de satisfacci¢n del profesorado con la Imagen del Centro	INFANTIL	2ß CICLO INFANTIL	Tres A§os	E.Inf. 3.B	NA	70
P.C. 12. IMAGEN DEL CENTRO	IND 12.6 Grado de satisfacci¢n del profesorado con la Imagen del Centro	INFANTIL	2ß CICLO INFANTIL	Tres A§os	E.Inf. 3.A	35,74	70
P.C. 12. IMAGEN DEL CENTRO	IND 12.6 Grado de satisfacci¢n del profesorado con la Imagen del Centro	INFANTIL	2ß CICLO INFANTIL	Cuatro A§os	E.Inf. 4.A	NA	70
P.C. 12. IMAGEN DEL CENTRO	IND 12.6 Grado de satisfacci¢n del profesorado con la Imagen del Centro	INFANTIL	2ß CICLO INFANTIL	Cuatro A§os	E.Inf. 4.B	NA	70
P.C. 12. IMAGEN DEL CENTRO	IND 12.6 Grado de satisfacci¢n del profesorado con la Imagen del Centro	INFANTIL	2ß CICLO INFANTIL	Cinco A§os	E.Inf. 5.A	NA	70
P.C. 12. IMAGEN DEL CENTRO	IND 12.6 Grado de satisfacci¢n del profesorado con la Imagen del Centro	INFANTIL	2ß CICLO INFANTIL	Cinco A§os	E.Inf. 5.B	NA	70
P.C. 12. IMAGEN DEL CENTRO	IND 12.6 Grado de satisfacci¢n del profesorado con la Imagen del Centro	FORMACION PROFESIONAL	FORMACI‡N PROFESIONAL BµSICA	2ß de F.P.B. (Electricidad y Electr¢nica)	2ß FPB	NA	70
P.C. 12. IMAGEN DEL CENTRO	IND 12.6 Grado de satisfacci¢n del profesorado con la Imagen del Centro	FORMACION PROFESIONAL	FORMACI‡N PROFESIONAL BµSICA	1ß de F.P.B. (Electricidad y Electr¢nica)	1ß FPB	NA	70
P.C. 12. IMAGEN DEL CENTRO	IND 12.6 Grado de satisfacci¢n del profesorado con la Imagen del Centro	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO SUPERIOR	2ß F.P.I.G.S. (Desarrollo de Aplicaciones Multiplataforma)	2 D.A.Mult	NA	70
P.C. 12. IMAGEN DEL CENTRO	IND 12.6 Grado de satisfacci¢n del profesorado con la Imagen del Centro	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO SUPERIOR	2ß F.P.I.G.S. (Administraci¢n y Finanzas)	2ß Adm-Fin	NA	70
P.C. 12. IMAGEN DEL CENTRO	IND 12.6 Grado de satisfacci¢n del profesorado con la Imagen del Centro	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO SUPERIOR	1ß F.P.I.G.S. (Desarrollo de Aplicaciones Multiplataforma)	1 D.A.Mult	NA	70
P.C. 12. IMAGEN DEL CENTRO	IND 12.6 Grado de satisfacci¢n del profesorado con la Imagen del Centro	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO SUPERIOR	1ß F.P.I.G.S. (Administraci¢n y Finanzas)	1ß Adm-Fin	NA	70
P.C. 12. IMAGEN DEL CENTRO	IND 12.6 Grado de satisfacci¢n del profesorado con la Imagen del Centro	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	2ß F.P.I.G.M. (Instalaciones de Telecomunicaciones)	2ß ITelec	NA	70
P.C. 12. IMAGEN DEL CENTRO	IND 12.6 Grado de satisfacci¢n del profesorado con la Imagen del Centro	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	2ß F.P.I.G.M. (Instalaciones ElÇctricas y Autom†ticas)	2ß Ins Aut	NA	70
P.C. 12. IMAGEN DEL CENTRO	IND 12.6 Grado de satisfacci¢n del profesorado con la Imagen del Centro	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	2ß F.P.I.G.M. (Gesti¢n Administrativa)	2ß Gesti¢n	NA	70
P.C. 12. IMAGEN DEL CENTRO	IND 12.6 Grado de satisfacci¢n del profesorado con la Imagen del Centro	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	2ß F.P.I.G.M. (Actividades Comerciales)	2ß Comerci	NA	70
P.C. 12. IMAGEN DEL CENTRO	IND 12.6 Grado de satisfacci¢n del profesorado con la Imagen del Centro	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	1ß F.P.I.G.M. (Instalaciones de Telecomunicaciones)	1ß ITelec	NA	70
P.C. 12. IMAGEN DEL CENTRO	IND 12.6 Grado de satisfacci¢n del profesorado con la Imagen del Centro	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	1ß F.P.I.G.M. (Instalaciones ElÇctricas y Autom†ticas)	1ß Ins Aut	NA	70
P.C. 12. IMAGEN DEL CENTRO	IND 12.6 Grado de satisfacci¢n del profesorado con la Imagen del Centro	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	1ß F.P.I.G.M. (Gesti¢n Administrativa)	1ß Gesti¢n	NA	70
P.C. 12. IMAGEN DEL CENTRO	IND 12.6 Grado de satisfacci¢n del profesorado con la Imagen del Centro	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	1ß F.P.I.G.M. (Actividades Comerciales)	1ß Comerci	51,02	70
P.C. 12. IMAGEN DEL CENTRO	IND 12.6 Grado de satisfacci¢n del profesorado con la Imagen del Centro	BACHILLERATO	2ß CICLO BACHILLER	SEGUNDO BACHILLERATO	2ßB Bach	NA	70
P.C. 12. IMAGEN DEL CENTRO	IND 12.6 Grado de satisfacci¢n del profesorado con la Imagen del Centro	BACHILLERATO	2ß CICLO BACHILLER	SEGUNDO BACHILLERATO	2ßA Bach	NA	70
P.C. 12. IMAGEN DEL CENTRO	IND 12.6 Grado de satisfacci¢n del profesorado con la Imagen del Centro	BACHILLERATO	2ß CICLO BACHILLER	SEGUNDO BACHILLERATO	2ßC Bach	NA	70
P.C. 12. IMAGEN DEL CENTRO	IND 12.6 Grado de satisfacci¢n del profesorado con la Imagen del Centro	BACHILLERATO	1ß CICLO BACHILLER	PRIMERO BACHILLERATO	1ßC Bach	NA	70
P.C. 12. IMAGEN DEL CENTRO	IND 12.6 Grado de satisfacci¢n del profesorado con la Imagen del Centro	BACHILLERATO	1ß CICLO BACHILLER	PRIMERO BACHILLERATO	1ßA Bach	97,76	70
P.C. 12. IMAGEN DEL CENTRO	IND 12.6 Grado de satisfacci¢n del profesorado con la Imagen del Centro	BACHILLERATO	1ß CICLO BACHILLER	PRIMERO BACHILLERATO	1ßB Bach	NA	70
P.C. 12. IMAGEN DEL CENTRO	IND 12.5 Grado de satisfacci¢n de las Familias con la Imagen del Centro	SECUNDARIA	4ß CICLO ESO	4ß de E.S.O.	ESO 4ßA	78,36	70
P.C. 12. IMAGEN DEL CENTRO	IND 12.5 Grado de satisfacci¢n de las Familias con la Imagen del Centro	SECUNDARIA	4ß CICLO ESO	4ß de E.S.O.	ESO 4ßC	76,93	70
P.C. 12. IMAGEN DEL CENTRO	IND 12.5 Grado de satisfacci¢n de las Familias con la Imagen del Centro	SECUNDARIA	4ß CICLO ESO	4ß de E.S.O.	ESO 4ßB	71,82	70
P.C. 12. IMAGEN DEL CENTRO	IND 12.5 Grado de satisfacci¢n de las Familias con la Imagen del Centro	SECUNDARIA	3ß CICLO ESO	3ß de E.S.O.	ESO 3ßC	26,94	70
P.C. 12. IMAGEN DEL CENTRO	IND 12.5 Grado de satisfacci¢n de las Familias con la Imagen del Centro	SECUNDARIA	3ß CICLO ESO	3ß de E.S.O.	ESO 3ßB	67,5	70
P.C. 12. IMAGEN DEL CENTRO	IND 12.5 Grado de satisfacci¢n de las Familias con la Imagen del Centro	SECUNDARIA	3ß CICLO ESO	3ß de E.S.O.	ESO 3ßA	51,17	70
P.C. 12. IMAGEN DEL CENTRO	IND 12.5 Grado de satisfacci¢n de las Familias con la Imagen del Centro	SECUNDARIA	2ß CICLO ESO	2ß de E.S.O.	ESO 2ßA	4,02	70
P.C. 12. IMAGEN DEL CENTRO	IND 12.5 Grado de satisfacci¢n de las Familias con la Imagen del Centro	SECUNDARIA	2ß CICLO ESO	2ß de E.S.O.	ESO 2ßB	32,2	70
P.C. 12. IMAGEN DEL CENTRO	IND 12.5 Grado de satisfacci¢n de las Familias con la Imagen del Centro	SECUNDARIA	2ß CICLO ESO	2ß de E.S.O.	ESO 2ßC	57,47	70
P.C. 12. IMAGEN DEL CENTRO	IND 12.5 Grado de satisfacci¢n de las Familias con la Imagen del Centro	SECUNDARIA	1ß CICLO ESO	1ß de E.S.O.	ESO 1ßB	86,18	70
P.C. 12. IMAGEN DEL CENTRO	IND 12.5 Grado de satisfacci¢n de las Familias con la Imagen del Centro	SECUNDARIA	1ß CICLO ESO	1ß de E.S.O.	ESO 1ßC	97,69	70
P.C. 12. IMAGEN DEL CENTRO	IND 12.5 Grado de satisfacci¢n de las Familias con la Imagen del Centro	SECUNDARIA	1ß CICLO ESO	1ß de E.S.O.	ESO 1ßA	46,07	70
P.C. 12. IMAGEN DEL CENTRO	IND 12.5 Grado de satisfacci¢n de las Familias con la Imagen del Centro	PRIMARIA	3ß CICLO PRIMARIA	6ß de Educ. Prima.	EPO 6ßA	45,75	80
P.C. 12. IMAGEN DEL CENTRO	IND 12.5 Grado de satisfacci¢n de las Familias con la Imagen del Centro	PRIMARIA	3ß CICLO PRIMARIA	6ß de Educ. Prima.	EPO 6ßB	24,71	80
P.C. 12. IMAGEN DEL CENTRO	IND 12.5 Grado de satisfacci¢n de las Familias con la Imagen del Centro	PRIMARIA	3ß CICLO PRIMARIA	5ß de Educ. Prima.	EPO 5ßB	64,03	80
P.C. 12. IMAGEN DEL CENTRO	IND 12.5 Grado de satisfacci¢n de las Familias con la Imagen del Centro	PRIMARIA	3ß CICLO PRIMARIA	5ß de Educ. Prima.	EPO 5ßA	3,24	80
P.C. 12. IMAGEN DEL CENTRO	IND 12.5 Grado de satisfacci¢n de las Familias con la Imagen del Centro	PRIMARIA	2ß CICLO PRIMARIA	4ß de Educ. Prima.	EPO 4ßA	40,93	80
P.C. 12. IMAGEN DEL CENTRO	IND 12.5 Grado de satisfacci¢n de las Familias con la Imagen del Centro	PRIMARIA	2ß CICLO PRIMARIA	4ß de Educ. Prima.	EPO 4ßB	74,82	80
P.C. 12. IMAGEN DEL CENTRO	IND 12.5 Grado de satisfacci¢n de las Familias con la Imagen del Centro	PRIMARIA	2ß CICLO PRIMARIA	3ß de Educ. Prima.	EPO 3ßB	41,32	80
P.C. 12. IMAGEN DEL CENTRO	IND 12.5 Grado de satisfacci¢n de las Familias con la Imagen del Centro	PRIMARIA	2ß CICLO PRIMARIA	3ß de Educ. Prima.	EPO 3ßA	33,84	80
P.C. 12. IMAGEN DEL CENTRO	IND 12.5 Grado de satisfacci¢n de las Familias con la Imagen del Centro	PRIMARIA	1ß CICLO PRIMARIA	2ß de Educ. Prima.	EPO 2ßB	55,07	80
P.C. 12. IMAGEN DEL CENTRO	IND 12.5 Grado de satisfacci¢n de las Familias con la Imagen del Centro	PRIMARIA	1ß CICLO PRIMARIA	2ß de Educ. Prima.	EPO 2ßA	92,57	80
P.C. 12. IMAGEN DEL CENTRO	IND 12.5 Grado de satisfacci¢n de las Familias con la Imagen del Centro	PRIMARIA	1ß CICLO PRIMARIA	1ß de Educ. Prima.	EPO 1ßB	28,54	80
P.C. 12. IMAGEN DEL CENTRO	IND 12.5 Grado de satisfacci¢n de las Familias con la Imagen del Centro	PRIMARIA	1ß CICLO PRIMARIA	1ß de Educ. Prima.	EPO 1ßA	67,64	80
P.C. 12. IMAGEN DEL CENTRO	IND 12.5 Grado de satisfacci¢n de las Familias con la Imagen del Centro	INFANTIL	2ß CICLO INFANTIL	Tres A§os	E.Inf. 3.A	7,21	80
P.C. 12. IMAGEN DEL CENTRO	IND 12.5 Grado de satisfacci¢n de las Familias con la Imagen del Centro	INFANTIL	2ß CICLO INFANTIL	Tres A§os	E.Inf. 3.B	21,8	80
P.C. 12. IMAGEN DEL CENTRO	IND 12.5 Grado de satisfacci¢n de las Familias con la Imagen del Centro	INFANTIL	2ß CICLO INFANTIL	Cuatro A§os	E.Inf. 4.A	81,29	80
P.C. 12. IMAGEN DEL CENTRO	IND 12.5 Grado de satisfacci¢n de las Familias con la Imagen del Centro	INFANTIL	2ß CICLO INFANTIL	Cuatro A§os	E.Inf. 4.B	73,93	80
P.C. 12. IMAGEN DEL CENTRO	IND 12.5 Grado de satisfacci¢n de las Familias con la Imagen del Centro	INFANTIL	2ß CICLO INFANTIL	Cinco A§os	E.Inf. 5.B	46,89	80
P.C. 12. IMAGEN DEL CENTRO	IND 12.5 Grado de satisfacci¢n de las Familias con la Imagen del Centro	INFANTIL	2ß CICLO INFANTIL	Cinco A§os	E.Inf. 5.A	45,57	80
P.C. 12. IMAGEN DEL CENTRO	IND 12.5 Grado de satisfacci¢n de las Familias con la Imagen del Centro	FORMACION PROFESIONAL	FORMACI‡N PROFESIONAL BµSICA	2ß de F.P.B. (Electricidad y Electr¢nica)	2ß FPB	23,89	60
P.C. 12. IMAGEN DEL CENTRO	IND 12.5 Grado de satisfacci¢n de las Familias con la Imagen del Centro	FORMACION PROFESIONAL	FORMACI‡N PROFESIONAL BµSICA	1ß de F.P.B. (Electricidad y Electr¢nica)	1ß FPB	7,94	60
P.C. 12. IMAGEN DEL CENTRO	IND 12.5 Grado de satisfacci¢n de las Familias con la Imagen del Centro	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO SUPERIOR	2ß F.P.I.G.S. (Desarrollo de Aplicaciones Multiplataforma)	2 D.A.Mult	NA	60
P.C. 12. IMAGEN DEL CENTRO	IND 12.5 Grado de satisfacci¢n de las Familias con la Imagen del Centro	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO SUPERIOR	2ß F.P.I.G.S. (Administraci¢n y Finanzas)	2ß Adm-Fin	81,13	60
P.C. 12. IMAGEN DEL CENTRO	IND 12.5 Grado de satisfacci¢n de las Familias con la Imagen del Centro	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO SUPERIOR	1ß F.P.I.G.S. (Desarrollo de Aplicaciones Multiplataforma)	1 D.A.Mult	28,74	60
P.C. 12. IMAGEN DEL CENTRO	IND 12.5 Grado de satisfacci¢n de las Familias con la Imagen del Centro	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO SUPERIOR	1ß F.P.I.G.S. (Administraci¢n y Finanzas)	1ß Adm-Fin	38,57	60
P.C. 12. IMAGEN DEL CENTRO	IND 12.5 Grado de satisfacci¢n de las Familias con la Imagen del Centro	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	2ß F.P.I.G.M. (Instalaciones de Telecomunicaciones)	2ß ITelec	51,68	60
P.C. 12. IMAGEN DEL CENTRO	IND 12.5 Grado de satisfacci¢n de las Familias con la Imagen del Centro	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	2ß F.P.I.G.M. (Instalaciones ElÇctricas y Autom†ticas)	2ß Ins Aut	NA	60
P.C. 12. IMAGEN DEL CENTRO	IND 12.5 Grado de satisfacci¢n de las Familias con la Imagen del Centro	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	2ß F.P.I.G.M. (Gesti¢n Administrativa)	2ß Gesti¢n	NA	60
P.C. 12. IMAGEN DEL CENTRO	IND 12.5 Grado de satisfacci¢n de las Familias con la Imagen del Centro	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	2ß F.P.I.G.M. (Actividades Comerciales)	2ß Comerci	61,12	60
P.C. 12. IMAGEN DEL CENTRO	IND 12.5 Grado de satisfacci¢n de las Familias con la Imagen del Centro	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	1ß F.P.I.G.M. (Instalaciones de Telecomunicaciones)	1ß ITelec	75,05	60
P.C. 12. IMAGEN DEL CENTRO	IND 12.5 Grado de satisfacci¢n de las Familias con la Imagen del Centro	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	1ß F.P.I.G.M. (Instalaciones ElÇctricas y Autom†ticas)	1ß Ins Aut	39,69	60
P.C. 12. IMAGEN DEL CENTRO	IND 12.5 Grado de satisfacci¢n de las Familias con la Imagen del Centro	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	1ß F.P.I.G.M. (Gesti¢n Administrativa)	1ß Gesti¢n	30,52	60
